LocationType,Location,Category,TimeFrame,DataFormat,Data
State,Massachusetts,high school or ged,Age 17,Percent,0.03
State,Massachusetts,high school or ged,Age 17,Number,22
State,Massachusetts,vocational certificate,Age 17,Number,S
State,Massachusetts,vocational license,Age 17,Number,S
State,Massachusetts,Associate Degree,Age 17,Number,S
State,Massachusetts,bachelor degree,Age 17,Number,S
State,Massachusetts,higher degree,Age 17,Number,S
State,Massachusetts,none of the above,Age 17,Number,642
State,Massachusetts,Declined,Age 17,Number,S
State,Massachusetts,blank,Age 17,Number,S
State,Massachusetts,blank,Age 19,Percent,S
State,Massachusetts,Declined,Age 19,Percent,S
State,Massachusetts,none of the above,Age 19,Percent,0.46
State,Massachusetts,higher degree,Age 19,Percent,S
State,Massachusetts,bachelor degree,Age 19,Percent,S
State,Massachusetts,Associate Degree,Age 19,Percent,S
State,Massachusetts,vocational license,Age 19,Percent,S
State,Massachusetts,vocational certificate,Age 19,Percent,S
State,Massachusetts,high school or ged,Age 19,Percent,0.52
State,Massachusetts,blank,Age 21,Percent,S
State,Massachusetts,Declined,Age 21,Percent,S
State,Massachusetts,none of the above,Age 21,Percent,0.2
State,Massachusetts,higher degree,Age 21,Percent,S
State,Massachusetts,bachelor degree,Age 21,Percent,S
State,Massachusetts,Associate Degree,Age 21,Percent,S
State,Massachusetts,vocational license,Age 21,Percent,S
State,Massachusetts,vocational certificate,Age 21,Percent,S
State,Massachusetts,high school or ged,Age 21,Percent,0.7
State,Massachusetts,high school or ged,Age 19,Number,99
State,Massachusetts,vocational certificate,Age 19,Number,S
State,Massachusetts,vocational license,Age 19,Number,S
State,Massachusetts,Associate Degree,Age 19,Number,S
State,Massachusetts,bachelor degree,Age 19,Number,S
State,Massachusetts,higher degree,Age 19,Number,S
State,Massachusetts,none of the above,Age 19,Number,88
State,Massachusetts,Declined,Age 19,Number,S
State,Massachusetts,blank,Age 19,Number,S
State,Massachusetts,high school or ged,Age 21,Number,131
State,Massachusetts,vocational certificate,Age 21,Number,S
State,Massachusetts,vocational license,Age 21,Number,S
State,Massachusetts,Associate Degree,Age 21,Number,S
State,Massachusetts,bachelor degree,Age 21,Number,S
State,Massachusetts,higher degree,Age 21,Number,S
State,Massachusetts,none of the above,Age 21,Number,37
State,Massachusetts,Declined,Age 21,Number,S
State,Massachusetts,blank,Age 21,Number,S
State,Michigan,high school or ged,Age 21,Number,241
State,Michigan,vocational certificate,Age 21,Number,S
State,Michigan,vocational license,Age 21,Number,S
State,Michigan,Associate Degree,Age 21,Number,S
State,Michigan,bachelor degree,Age 21,Number,S
State,Michigan,higher degree,Age 21,Number,S
State,Michigan,none of the above,Age 21,Number,140
State,Michigan,Declined,Age 21,Number,S
State,Michigan,blank,Age 21,Number,S
State,Michigan,high school or ged,Age 19,Number,191
State,Michigan,vocational certificate,Age 19,Number,S
State,Michigan,vocational license,Age 19,Number,S
State,Michigan,Associate Degree,Age 19,Number,S
State,Michigan,bachelor degree,Age 19,Number,S
State,Michigan,higher degree,Age 19,Number,S
State,Michigan,none of the above,Age 19,Number,260
State,Michigan,Declined,Age 19,Number,S
State,Michigan,blank,Age 19,Number,S
State,Michigan,blank,Age 21,Percent,S
State,Michigan,Declined,Age 21,Percent,S
State,Michigan,none of the above,Age 21,Percent,0.35
State,Michigan,higher degree,Age 21,Percent,S
State,Michigan,bachelor degree,Age 21,Percent,S
State,Michigan,Associate Degree,Age 21,Percent,S
State,Michigan,vocational license,Age 21,Percent,S
State,Michigan,vocational certificate,Age 21,Percent,S
State,Michigan,high school or ged,Age 21,Percent,0.61
State,Michigan,blank,Age 19,Percent,S
State,Michigan,Declined,Age 19,Percent,S
State,Michigan,none of the above,Age 19,Percent,0.57
State,Michigan,higher degree,Age 19,Percent,S
State,Michigan,bachelor degree,Age 19,Percent,S
State,Michigan,Associate Degree,Age 19,Percent,S
State,Michigan,vocational license,Age 19,Percent,S
State,Michigan,vocational certificate,Age 19,Percent,S
State,Michigan,high school or ged,Age 19,Percent,0.42
State,Michigan,high school or ged,Age 17,Number,S
State,Michigan,vocational certificate,Age 17,Number,S
State,Michigan,vocational license,Age 17,Number,S
State,Michigan,Associate Degree,Age 17,Number,S
State,Michigan,bachelor degree,Age 17,Number,S
State,Michigan,higher degree,Age 17,Number,S
State,Michigan,none of the above,Age 17,Number,275
State,Michigan,Declined,Age 17,Number,300
State,Michigan,blank,Age 17,Number,S
State,Michigan,blank,Age 17,Percent,S
State,Michigan,Declined,Age 17,Percent,0.52
State,Michigan,none of the above,Age 17,Percent,0.47
State,Michigan,higher degree,Age 17,Percent,S
State,Michigan,bachelor degree,Age 17,Percent,S
State,Michigan,Associate Degree,Age 17,Percent,S
State,Michigan,vocational license,Age 17,Percent,S
State,Michigan,vocational certificate,Age 17,Percent,S
State,Michigan,high school or ged,Age 17,Percent,S
State,Minnesota,blank,Age 17,Percent,S
State,Minnesota,Declined,Age 17,Percent,S
State,Minnesota,none of the above,Age 17,Percent,0.97
State,Minnesota,higher degree,Age 17,Percent,S
State,Minnesota,bachelor degree,Age 17,Percent,S
State,Minnesota,Associate Degree,Age 17,Percent,S
State,Minnesota,vocational license,Age 17,Percent,S
State,Minnesota,vocational certificate,Age 17,Percent,S
State,Minnesota,high school or ged,Age 17,Percent,S
State,Minnesota,high school or ged,Age 17,Number,S
State,Minnesota,vocational certificate,Age 17,Number,S
State,Minnesota,vocational license,Age 17,Number,S
State,Minnesota,Associate Degree,Age 17,Number,S
State,Minnesota,bachelor degree,Age 17,Number,S
State,Minnesota,higher degree,Age 17,Number,S
State,Minnesota,none of the above,Age 17,Number,207
State,Minnesota,Declined,Age 17,Number,S
State,Minnesota,blank,Age 17,Number,S
State,Minnesota,blank,Age 19,Percent,S
State,Minnesota,Declined,Age 19,Percent,S
State,Minnesota,none of the above,Age 19,Percent,0.23
State,Minnesota,higher degree,Age 19,Percent,S
State,Minnesota,bachelor degree,Age 19,Percent,S
State,Minnesota,Associate Degree,Age 19,Percent,S
State,Minnesota,vocational license,Age 19,Percent,S
State,Minnesota,vocational certificate,Age 19,Percent,S
State,Minnesota,high school or ged,Age 19,Percent,0.75
State,Minnesota,blank,Age 21,Percent,S
State,Minnesota,Declined,Age 21,Percent,S
State,Minnesota,none of the above,Age 21,Percent,0.15
State,Minnesota,higher degree,Age 21,Percent,S
State,Minnesota,bachelor degree,Age 21,Percent,S
State,Minnesota,Associate Degree,Age 21,Percent,S
State,Minnesota,vocational license,Age 21,Percent,S
State,Minnesota,vocational certificate,Age 21,Percent,S
State,Minnesota,high school or ged,Age 21,Percent,0.75
State,Minnesota,high school or ged,Age 19,Number,103
State,Minnesota,vocational certificate,Age 19,Number,S
State,Minnesota,vocational license,Age 19,Number,S
State,Minnesota,Associate Degree,Age 19,Number,S
State,Minnesota,bachelor degree,Age 19,Number,S
State,Minnesota,higher degree,Age 19,Number,S
State,Minnesota,none of the above,Age 19,Number,32
State,Minnesota,Declined,Age 19,Number,S
State,Minnesota,blank,Age 19,Number,S
State,Minnesota,high school or ged,Age 21,Number,97
State,Minnesota,vocational certificate,Age 21,Number,S
State,Minnesota,vocational license,Age 21,Number,S
State,Minnesota,Associate Degree,Age 21,Number,S
State,Minnesota,bachelor degree,Age 21,Number,S
State,Minnesota,higher degree,Age 21,Number,S
State,Minnesota,none of the above,Age 21,Number,20
State,Minnesota,Declined,Age 21,Number,S
State,Minnesota,blank,Age 21,Number,S
State,Mississippi,high school or ged,Age 21,Number,41
State,Mississippi,vocational certificate,Age 21,Number,S
State,Mississippi,vocational license,Age 21,Number,S
State,Mississippi,Associate Degree,Age 21,Number,S
State,Mississippi,bachelor degree,Age 21,Number,S
State,Mississippi,higher degree,Age 21,Number,S
State,Mississippi,none of the above,Age 21,Number,S
State,Mississippi,Declined,Age 21,Number,S
State,Mississippi,blank,Age 21,Number,S
State,Mississippi,high school or ged,Age 19,Number,54
State,Mississippi,vocational certificate,Age 19,Number,S
State,Mississippi,vocational license,Age 19,Number,S
State,Mississippi,Associate Degree,Age 19,Number,S
State,Mississippi,bachelor degree,Age 19,Number,S
State,Mississippi,higher degree,Age 19,Number,S
State,Mississippi,none of the above,Age 19,Number,18
State,Mississippi,Declined,Age 19,Number,S
State,Mississippi,blank,Age 19,Number,S
State,Mississippi,blank,Age 21,Percent,S
State,Mississippi,Declined,Age 21,Percent,S
State,Mississippi,none of the above,Age 21,Percent,S
State,Mississippi,higher degree,Age 21,Percent,S
State,Mississippi,bachelor degree,Age 21,Percent,S
State,Mississippi,Associate Degree,Age 21,Percent,S
State,Mississippi,vocational license,Age 21,Percent,S
State,Mississippi,vocational certificate,Age 21,Percent,S
State,Mississippi,high school or ged,Age 21,Percent,0.63
State,Mississippi,blank,Age 19,Percent,S
State,Mississippi,Declined,Age 19,Percent,S
State,Mississippi,none of the above,Age 19,Percent,0.24
State,Mississippi,higher degree,Age 19,Percent,S
State,Mississippi,bachelor degree,Age 19,Percent,S
State,Mississippi,Associate Degree,Age 19,Percent,S
State,Mississippi,vocational license,Age 19,Percent,S
State,Mississippi,vocational certificate,Age 19,Percent,S
State,Mississippi,high school or ged,Age 19,Percent,0.72
State,Mississippi,high school or ged,Age 17,Number,S
State,Mississippi,vocational certificate,Age 17,Number,S
State,Mississippi,vocational license,Age 17,Number,S
State,Mississippi,Associate Degree,Age 17,Number,S
State,Mississippi,bachelor degree,Age 17,Number,S
State,Mississippi,higher degree,Age 17,Number,S
State,Mississippi,none of the above,Age 17,Number,86
State,Mississippi,Declined,Age 17,Number,S
State,Mississippi,blank,Age 17,Number,S
State,Mississippi,blank,Age 17,Percent,S
State,Mississippi,Declined,Age 17,Percent,S
State,Mississippi,none of the above,Age 17,Percent,0.97
State,Mississippi,higher degree,Age 17,Percent,S
State,Mississippi,bachelor degree,Age 17,Percent,S
State,Mississippi,Associate Degree,Age 17,Percent,S
State,Mississippi,vocational license,Age 17,Percent,S
State,Mississippi,vocational certificate,Age 17,Percent,S
State,Mississippi,high school or ged,Age 17,Percent,S
State,Missouri,blank,Age 17,Percent,S
State,Missouri,Declined,Age 17,Percent,0.03
State,Missouri,none of the above,Age 17,Percent,0.91
State,Missouri,higher degree,Age 17,Percent,S
State,Missouri,bachelor degree,Age 17,Percent,S
State,Missouri,Associate Degree,Age 17,Percent,S
State,Missouri,vocational license,Age 17,Percent,S
State,Missouri,vocational certificate,Age 17,Percent,S
State,Missouri,high school or ged,Age 17,Percent,0.06
State,Missouri,high school or ged,Age 17,Number,30
State,Missouri,vocational certificate,Age 17,Number,S
State,Missouri,vocational license,Age 17,Number,S
State,Missouri,Associate Degree,Age 17,Number,S
State,Missouri,bachelor degree,Age 17,Number,S
State,Missouri,higher degree,Age 17,Number,S
State,Missouri,none of the above,Age 17,Number,454
State,Missouri,Declined,Age 17,Number,13
State,Missouri,blank,Age 17,Number,S
State,Missouri,blank,Age 19,Percent,S
State,Missouri,Declined,Age 19,Percent,S
State,Missouri,none of the above,Age 19,Percent,0.24
State,Missouri,higher degree,Age 19,Percent,S
State,Missouri,bachelor degree,Age 19,Percent,S
State,Missouri,Associate Degree,Age 19,Percent,S
State,Missouri,vocational license,Age 19,Percent,S
State,Missouri,vocational certificate,Age 19,Percent,S
State,Missouri,high school or ged,Age 19,Percent,0.68
State,Missouri,blank,Age 21,Percent,S
State,Missouri,Declined,Age 21,Percent,S
State,Missouri,none of the above,Age 21,Percent,0.14
State,Missouri,higher degree,Age 21,Percent,S
State,Missouri,bachelor degree,Age 21,Percent,S
State,Missouri,Associate Degree,Age 21,Percent,S
State,Missouri,vocational license,Age 21,Percent,S
State,Missouri,vocational certificate,Age 21,Percent,S
State,Missouri,high school or ged,Age 21,Percent,0.71
State,Missouri,high school or ged,Age 19,Number,95
State,Missouri,vocational certificate,Age 19,Number,S
State,Missouri,vocational license,Age 19,Number,S
State,Missouri,Associate Degree,Age 19,Number,S
State,Missouri,bachelor degree,Age 19,Number,S
State,Missouri,higher degree,Age 19,Number,S
State,Missouri,none of the above,Age 19,Number,33
State,Missouri,Declined,Age 19,Number,S
State,Missouri,blank,Age 19,Number,S
State,Missouri,high school or ged,Age 21,Number,99
State,Missouri,vocational certificate,Age 21,Number,S
State,Missouri,vocational license,Age 21,Number,S
State,Missouri,Associate Degree,Age 21,Number,S
State,Missouri,bachelor degree,Age 21,Number,S
State,Missouri,higher degree,Age 21,Number,S
State,Missouri,none of the above,Age 21,Number,19
State,Missouri,Declined,Age 21,Number,S
State,Missouri,blank,Age 21,Number,S
State,Montana,high school or ged,Age 21,Number,29
State,Montana,vocational certificate,Age 21,Number,S
State,Montana,vocational license,Age 21,Number,S
State,Montana,Associate Degree,Age 21,Number,S
State,Montana,bachelor degree,Age 21,Number,S
State,Montana,higher degree,Age 21,Number,S
State,Montana,none of the above,Age 21,Number,S
State,Montana,Declined,Age 21,Number,S
State,Montana,blank,Age 21,Number,S
State,Montana,high school or ged,Age 19,Number,27
State,Montana,vocational certificate,Age 19,Number,S
State,Montana,vocational license,Age 19,Number,S
State,Montana,Associate Degree,Age 19,Number,S
State,Montana,bachelor degree,Age 19,Number,S
State,Montana,higher degree,Age 19,Number,S
State,Montana,none of the above,Age 19,Number,S
State,Montana,Declined,Age 19,Number,S
State,Montana,blank,Age 19,Number,S
State,Montana,blank,Age 21,Percent,S
State,Montana,Declined,Age 21,Percent,S
State,Montana,none of the above,Age 21,Percent,S
State,Montana,higher degree,Age 21,Percent,S
State,Montana,bachelor degree,Age 21,Percent,S
State,Montana,Associate Degree,Age 21,Percent,S
State,Montana,vocational license,Age 21,Percent,S
State,Montana,vocational certificate,Age 21,Percent,S
State,Montana,high school or ged,Age 21,Percent,0.76
State,Montana,blank,Age 19,Percent,S
State,Montana,Declined,Age 19,Percent,S
State,Montana,none of the above,Age 19,Percent,S
State,Montana,higher degree,Age 19,Percent,S
State,Montana,bachelor degree,Age 19,Percent,S
State,Montana,Associate Degree,Age 19,Percent,S
State,Montana,vocational license,Age 19,Percent,S
State,Montana,vocational certificate,Age 19,Percent,S
State,Montana,high school or ged,Age 19,Percent,0.71
State,Montana,high school or ged,Age 17,Number,S
State,Montana,vocational certificate,Age 17,Number,S
State,Montana,vocational license,Age 17,Number,S
State,Montana,Associate Degree,Age 17,Number,S
State,Montana,bachelor degree,Age 17,Number,S
State,Montana,higher degree,Age 17,Number,S
State,Montana,none of the above,Age 17,Number,53
State,Montana,Declined,Age 17,Number,S
State,Montana,blank,Age 17,Number,S
State,Montana,blank,Age 17,Percent,S
State,Montana,Declined,Age 17,Percent,S
State,Montana,none of the above,Age 17,Percent,0.96
State,Montana,higher degree,Age 17,Percent,S
State,Montana,bachelor degree,Age 17,Percent,S
State,Montana,Associate Degree,Age 17,Percent,S
State,Montana,vocational license,Age 17,Percent,S
State,Montana,vocational certificate,Age 17,Percent,S
State,Montana,high school or ged,Age 17,Percent,S
State,Nebraska,blank,Age 17,Percent,S
State,Nebraska,Declined,Age 17,Percent,S
State,Nebraska,none of the above,Age 17,Percent,0.98
State,Nebraska,higher degree,Age 17,Percent,S
State,Nebraska,bachelor degree,Age 17,Percent,S
State,Nebraska,Associate Degree,Age 17,Percent,S
State,Nebraska,vocational license,Age 17,Percent,S
State,Nebraska,vocational certificate,Age 17,Percent,S
State,Nebraska,high school or ged,Age 17,Percent,S
State,Nebraska,high school or ged,Age 17,Number,S
State,Nebraska,vocational certificate,Age 17,Number,S
State,Nebraska,vocational license,Age 17,Number,S
State,Nebraska,Associate Degree,Age 17,Number,S
State,Nebraska,bachelor degree,Age 17,Number,S
State,Nebraska,higher degree,Age 17,Number,S
State,Nebraska,none of the above,Age 17,Number,201
State,Nebraska,Declined,Age 17,Number,S
State,Nebraska,blank,Age 17,Number,S
State,Nebraska,blank,Age 19,Percent,S
State,Nebraska,Declined,Age 19,Percent,S
State,Nebraska,none of the above,Age 19,Percent,0.37
State,Nebraska,higher degree,Age 19,Percent,S
State,Nebraska,bachelor degree,Age 19,Percent,S
State,Nebraska,Associate Degree,Age 19,Percent,S
State,Nebraska,vocational license,Age 19,Percent,S
State,Nebraska,vocational certificate,Age 19,Percent,S
State,Nebraska,high school or ged,Age 19,Percent,0.6
State,Nebraska,blank,Age 21,Percent,S
State,Nebraska,Declined,Age 21,Percent,S
State,Nebraska,none of the above,Age 21,Percent,0.17
State,Nebraska,higher degree,Age 21,Percent,S
State,Nebraska,bachelor degree,Age 21,Percent,S
State,Nebraska,Associate Degree,Age 21,Percent,S
State,Nebraska,vocational license,Age 21,Percent,S
State,Nebraska,vocational certificate,Age 21,Percent,S
State,Nebraska,high school or ged,Age 21,Percent,0.78
State,Nebraska,high school or ged,Age 21,Number,113
State,Nebraska,vocational certificate,Age 21,Number,S
State,Nebraska,vocational license,Age 21,Number,S
State,Nebraska,Associate Degree,Age 21,Number,S
State,Nebraska,bachelor degree,Age 21,Number,S
State,Nebraska,higher degree,Age 21,Number,S
State,Nebraska,none of the above,Age 21,Number,25
State,Nebraska,Declined,Age 21,Number,S
State,Nebraska,blank,Age 21,Number,S
State,Nebraska,high school or ged,Age 19,Number,101
State,Nebraska,vocational certificate,Age 19,Number,S
State,Nebraska,vocational license,Age 19,Number,S
State,Nebraska,Associate Degree,Age 19,Number,S
State,Nebraska,bachelor degree,Age 19,Number,S
State,Nebraska,higher degree,Age 19,Number,S
State,Nebraska,none of the above,Age 19,Number,61
State,Nebraska,Declined,Age 19,Number,S
State,Nebraska,blank,Age 19,Number,S
State,Nevada,high school or ged,Age 19,Number,61
State,Nevada,vocational certificate,Age 19,Number,S
State,Nevada,vocational license,Age 19,Number,S
State,Nevada,Associate Degree,Age 19,Number,S
State,Nevada,bachelor degree,Age 19,Number,S
State,Nevada,higher degree,Age 19,Number,S
State,Nevada,none of the above,Age 19,Number,50
State,Nevada,Declined,Age 19,Number,S
State,Nevada,blank,Age 19,Number,S
State,Nevada,high school or ged,Age 21,Number,59
State,Nevada,vocational certificate,Age 21,Number,S
State,Nevada,vocational license,Age 21,Number,S
State,Nevada,Associate Degree,Age 21,Number,S
State,Nevada,bachelor degree,Age 21,Number,S
State,Nevada,higher degree,Age 21,Number,S
State,Nevada,none of the above,Age 21,Number,17
State,Nevada,Declined,Age 21,Number,S
State,Nevada,blank,Age 21,Number,S
State,Nevada,blank,Age 21,Percent,S
State,Nevada,Declined,Age 21,Percent,S
State,Nevada,none of the above,Age 21,Percent,0.2
State,Nevada,higher degree,Age 21,Percent,S
State,Nevada,bachelor degree,Age 21,Percent,S
State,Nevada,Associate Degree,Age 21,Percent,S
State,Nevada,vocational license,Age 21,Percent,S
State,Nevada,vocational certificate,Age 21,Percent,S
State,Nevada,high school or ged,Age 21,Percent,0.69
State,Nevada,blank,Age 19,Percent,S
State,Nevada,Declined,Age 19,Percent,S
State,Nevada,none of the above,Age 19,Percent,0.45
State,Nevada,higher degree,Age 19,Percent,S
State,Nevada,bachelor degree,Age 19,Percent,S
State,Nevada,Associate Degree,Age 19,Percent,S
State,Nevada,vocational license,Age 19,Percent,S
State,Nevada,vocational certificate,Age 19,Percent,S
State,Nevada,high school or ged,Age 19,Percent,0.55
State,Nevada,high school or ged,Age 17,Number,S
State,Nevada,vocational certificate,Age 17,Number,S
State,Nevada,vocational license,Age 17,Number,S
State,Nevada,Associate Degree,Age 17,Number,S
State,Nevada,bachelor degree,Age 17,Number,S
State,Nevada,higher degree,Age 17,Number,S
State,Nevada,none of the above,Age 17,Number,143
State,Nevada,Declined,Age 17,Number,S
State,Nevada,blank,Age 17,Number,S
State,Nevada,blank,Age 17,Percent,S
State,Nevada,Declined,Age 17,Percent,S
State,Nevada,none of the above,Age 17,Percent,0.99
State,Nevada,higher degree,Age 17,Percent,S
State,Nevada,bachelor degree,Age 17,Percent,S
State,Nevada,Associate Degree,Age 17,Percent,S
State,Nevada,vocational license,Age 17,Percent,S
State,Nevada,vocational certificate,Age 17,Percent,S
State,Nevada,high school or ged,Age 17,Percent,S
State,New Hampshire,blank,Age 17,Percent,S
State,New Hampshire,Declined,Age 17,Percent,S
State,New Hampshire,none of the above,Age 17,Percent,0.95
State,New Hampshire,higher degree,Age 17,Percent,S
State,New Hampshire,bachelor degree,Age 17,Percent,S
State,New Hampshire,Associate Degree,Age 17,Percent,S
State,New Hampshire,vocational license,Age 17,Percent,S
State,New Hampshire,vocational certificate,Age 17,Percent,S
State,New Hampshire,high school or ged,Age 17,Percent,S
State,New Hampshire,high school or ged,Age 17,Number,S
State,New Hampshire,vocational certificate,Age 17,Number,S
State,New Hampshire,vocational license,Age 17,Number,S
State,New Hampshire,Associate Degree,Age 17,Number,S
State,New Hampshire,bachelor degree,Age 17,Number,S
State,New Hampshire,higher degree,Age 17,Number,S
State,New Hampshire,none of the above,Age 17,Number,55
State,New Hampshire,Declined,Age 17,Number,S
State,New Hampshire,blank,Age 17,Number,S
State,New Hampshire,blank,Age 19,Percent,S
State,New Hampshire,Declined,Age 19,Percent,S
State,New Hampshire,none of the above,Age 19,Percent,0.37
State,New Hampshire,higher degree,Age 19,Percent,S
State,New Hampshire,bachelor degree,Age 19,Percent,S
State,New Hampshire,Associate Degree,Age 19,Percent,S
State,New Hampshire,vocational license,Age 19,Percent,S
State,New Hampshire,vocational certificate,Age 19,Percent,S
State,New Hampshire,high school or ged,Age 19,Percent,0.49
State,New Hampshire,blank,Age 21,Percent,S
State,New Hampshire,Declined,Age 21,Percent,S
State,New Hampshire,none of the above,Age 21,Percent,S
State,New Hampshire,higher degree,Age 21,Percent,S
State,New Hampshire,bachelor degree,Age 21,Percent,S
State,New Hampshire,Associate Degree,Age 21,Percent,S
State,New Hampshire,vocational license,Age 21,Percent,S
State,New Hampshire,vocational certificate,Age 21,Percent,S
State,New Hampshire,high school or ged,Age 21,Percent,0.59
State,New Hampshire,high school or ged,Age 21,Number,22
State,New Hampshire,vocational certificate,Age 21,Number,S
State,New Hampshire,vocational license,Age 21,Number,S
State,New Hampshire,Associate Degree,Age 21,Number,S
State,New Hampshire,bachelor degree,Age 21,Number,S
State,New Hampshire,higher degree,Age 21,Number,S
State,New Hampshire,none of the above,Age 21,Number,S
State,New Hampshire,Declined,Age 21,Number,S
State,New Hampshire,blank,Age 21,Number,S
State,New Hampshire,high school or ged,Age 19,Number,20
State,New Hampshire,vocational certificate,Age 19,Number,S
State,New Hampshire,vocational license,Age 19,Number,S
State,New Hampshire,Associate Degree,Age 19,Number,S
State,New Hampshire,bachelor degree,Age 19,Number,S
State,New Hampshire,higher degree,Age 19,Number,S
State,New Hampshire,none of the above,Age 19,Number,15
State,New Hampshire,Declined,Age 19,Number,S
State,New Hampshire,blank,Age 19,Number,S
State,New Jersey,high school or ged,Age 19,Number,113
State,New Jersey,vocational certificate,Age 19,Number,S
State,New Jersey,vocational license,Age 19,Number,S
State,New Jersey,Associate Degree,Age 19,Number,S
State,New Jersey,bachelor degree,Age 19,Number,S
State,New Jersey,higher degree,Age 19,Number,S
State,New Jersey,none of the above,Age 19,Number,33
State,New Jersey,Declined,Age 19,Number,S
State,New Jersey,blank,Age 19,Number,S
State,New Jersey,high school or ged,Age 21,Number,105
State,New Jersey,vocational certificate,Age 21,Number,S
State,New Jersey,vocational license,Age 21,Number,S
State,New Jersey,Associate Degree,Age 21,Number,S
State,New Jersey,bachelor degree,Age 21,Number,S
State,New Jersey,higher degree,Age 21,Number,S
State,New Jersey,none of the above,Age 21,Number,19
State,New Jersey,Declined,Age 21,Number,S
State,New Jersey,blank,Age 21,Number,S
State,New Jersey,blank,Age 21,Percent,S
State,New Jersey,Declined,Age 21,Percent,S
State,New Jersey,none of the above,Age 21,Percent,0.14
State,New Jersey,higher degree,Age 21,Percent,S
State,New Jersey,bachelor degree,Age 21,Percent,S
State,New Jersey,Associate Degree,Age 21,Percent,S
State,New Jersey,vocational license,Age 21,Percent,S
State,New Jersey,vocational certificate,Age 21,Percent,S
State,New Jersey,high school or ged,Age 21,Percent,0.78
State,New Jersey,blank,Age 19,Percent,S
State,New Jersey,Declined,Age 19,Percent,S
State,New Jersey,none of the above,Age 19,Percent,0.22
State,New Jersey,higher degree,Age 19,Percent,S
State,New Jersey,bachelor degree,Age 19,Percent,S
State,New Jersey,Associate Degree,Age 19,Percent,S
State,New Jersey,vocational license,Age 19,Percent,S
State,New Jersey,vocational certificate,Age 19,Percent,S
State,New Jersey,high school or ged,Age 19,Percent,0.74
State,New Jersey,high school or ged,Age 17,Number,15
State,New Jersey,vocational certificate,Age 17,Number,S
State,New Jersey,vocational license,Age 17,Number,S
State,New Jersey,Associate Degree,Age 17,Number,S
State,New Jersey,bachelor degree,Age 17,Number,S
State,New Jersey,higher degree,Age 17,Number,S
State,New Jersey,none of the above,Age 17,Number,271
State,New Jersey,Declined,Age 17,Number,S
State,New Jersey,blank,Age 17,Number,S
State,New Jersey,blank,Age 17,Percent,S
State,New Jersey,Declined,Age 17,Percent,S
State,New Jersey,none of the above,Age 17,Percent,0.94
State,New Jersey,higher degree,Age 17,Percent,S
State,New Jersey,bachelor degree,Age 17,Percent,S
State,New Jersey,Associate Degree,Age 17,Percent,S
State,New Jersey,vocational license,Age 17,Percent,S
State,New Jersey,vocational certificate,Age 17,Percent,S
State,New Jersey,high school or ged,Age 17,Percent,0.05
State,New Mexico,blank,Age 17,Percent,S
State,New Mexico,Declined,Age 17,Percent,S
State,New Mexico,none of the above,Age 17,Percent,0.94
State,New Mexico,higher degree,Age 17,Percent,S
State,New Mexico,bachelor degree,Age 17,Percent,S
State,New Mexico,Associate Degree,Age 17,Percent,S
State,New Mexico,vocational license,Age 17,Percent,S
State,New Mexico,vocational certificate,Age 17,Percent,S
State,New Mexico,high school or ged,Age 17,Percent,S
State,New Mexico,high school or ged,Age 17,Number,S
State,New Mexico,vocational certificate,Age 17,Number,S
State,New Mexico,vocational license,Age 17,Number,S
State,New Mexico,Associate Degree,Age 17,Number,S
State,New Mexico,bachelor degree,Age 17,Number,S
State,New Mexico,higher degree,Age 17,Number,S
State,New Mexico,none of the above,Age 17,Number,44
State,New Mexico,Declined,Age 17,Number,S
State,New Mexico,blank,Age 17,Number,S
State,New Mexico,blank,Age 19,Percent,S
State,New Mexico,Declined,Age 19,Percent,S
State,New Mexico,none of the above,Age 19,Percent,0.69
State,New Mexico,higher degree,Age 19,Percent,S
State,New Mexico,bachelor degree,Age 19,Percent,S
State,New Mexico,Associate Degree,Age 19,Percent,S
State,New Mexico,vocational license,Age 19,Percent,S
State,New Mexico,vocational certificate,Age 19,Percent,S
State,New Mexico,high school or ged,Age 19,Percent,S
State,New Mexico,blank,Age 21,Percent,S
State,New Mexico,Declined,Age 21,Percent,S
State,New Mexico,none of the above,Age 21,Percent,0.68
State,New Mexico,higher degree,Age 21,Percent,S
State,New Mexico,bachelor degree,Age 21,Percent,S
State,New Mexico,Associate Degree,Age 21,Percent,S
State,New Mexico,vocational license,Age 21,Percent,S
State,New Mexico,vocational certificate,Age 21,Percent,S
State,New Mexico,high school or ged,Age 21,Percent,S
State,New Mexico,high school or ged,Age 21,Number,S
State,New Mexico,vocational certificate,Age 21,Number,S
State,New Mexico,vocational license,Age 21,Number,S
State,New Mexico,Associate Degree,Age 21,Number,S
State,New Mexico,bachelor degree,Age 21,Number,S
State,New Mexico,higher degree,Age 21,Number,S
State,New Mexico,none of the above,Age 21,Number,17
State,New Mexico,Declined,Age 21,Number,S
State,New Mexico,blank,Age 21,Number,S
State,New Mexico,high school or ged,Age 19,Number,S
State,New Mexico,vocational certificate,Age 19,Number,S
State,New Mexico,vocational license,Age 19,Number,S
State,New Mexico,Associate Degree,Age 19,Number,S
State,New Mexico,bachelor degree,Age 19,Number,S
State,New Mexico,higher degree,Age 19,Number,S
State,New Mexico,none of the above,Age 19,Number,18
State,New Mexico,Declined,Age 19,Number,S
State,New Mexico,blank,Age 19,Number,S
