LocationType,Location,TimeFrame,DataFormat,Data
State,Tennessee,2019,"Rate per 1,000",6
State,South Carolina,2019,"Rate per 1,000",4
State,Pennsylvania,2019,"Rate per 1,000",6
State,Rhode Island,2019,"Rate per 1,000",11
State,Oregon,2019,"Rate per 1,000",8
State,Ohio,2019,"Rate per 1,000",6
State,Oklahoma,2019,"Rate per 1,000",9
State,North Dakota,2019,"Rate per 1,000",8
State,North Carolina,2019,"Rate per 1,000",5
State,New York,2019,"Rate per 1,000",4
State,New Mexico,2019,"Rate per 1,000",5
State,New Jersey,2019,"Rate per 1,000",2
State,Nevada,2019,"Rate per 1,000",7
State,New Hampshire,2019,"Rate per 1,000",5
State,Nebraska,2019,"Rate per 1,000",7
State,Missouri,2019,"Rate per 1,000",9
State,Montana,2019,"Rate per 1,000",16
State,Mississippi,2019,"Rate per 1,000",6
State,Michigan,2019,"Rate per 1,000",5
State,Minnesota,2019,"Rate per 1,000",6
State,Massachusetts,2019,"Rate per 1,000",7
State,Maine,2019,"Rate per 1,000",8
State,Maryland,2019,"Rate per 1,000",3
State,Louisiana,2019,"Rate per 1,000",4
State,Kentucky,2019,"Rate per 1,000",9
State,Kansas,2019,"Rate per 1,000",11
State,Iowa,2019,"Rate per 1,000",8
State,Indiana,2019,"Rate per 1,000",10
State,Idaho,2019,"Rate per 1,000",4
State,Illinois,2019,"Rate per 1,000",6
State,Hawaii,2019,"Rate per 1,000",5
State,Florida,2019,"Rate per 1,000",6
State,Georgia,2019,"Rate per 1,000",5
City,District of Columbia,2019,"Rate per 1,000",5
State,Connecticut,2019,"Rate per 1,000",5
State,Delaware,2019,"Rate per 1,000",3
State,Colorado,2019,"Rate per 1,000",4
State,Arkansas,2019,"Rate per 1,000",6
State,California,2019,"Rate per 1,000",5
State,Arizona,2019,"Rate per 1,000",8
State,Alaska,2019,"Rate per 1,000",16
State,Alabama,2019,"Rate per 1,000",5
Nation,United States,2019,"Rate per 1,000",6
Nation,United States,2021,"Rate per 1,000",5
State,Alabama,2021,"Rate per 1,000",5
State,Alaska,2021,"Rate per 1,000",16
State,Arizona,2021,"Rate per 1,000",8
State,California,2021,"Rate per 1,000",5
State,Arkansas,2021,"Rate per 1,000",6
State,Colorado,2021,"Rate per 1,000",3
State,Delaware,2021,"Rate per 1,000",2
State,Connecticut,2021,"Rate per 1,000",4
City,District of Columbia,2021,"Rate per 1,000",4
State,Georgia,2021,"Rate per 1,000",4
State,Florida,2021,"Rate per 1,000",5
State,Hawaii,2021,"Rate per 1,000",4
State,Idaho,2021,"Rate per 1,000",3
State,Indiana,2021,"Rate per 1,000",8
State,Illinois,2021,"Rate per 1,000",7
State,Iowa,2021,"Rate per 1,000",6
State,Kansas,2021,"Rate per 1,000",10
State,Kentucky,2021,"Rate per 1,000",8
State,Louisiana,2021,"Rate per 1,000",3
State,Maryland,2021,"Rate per 1,000",3
State,Maine,2021,"Rate per 1,000",9
State,Massachusetts,2021,"Rate per 1,000",7
State,Minnesota,2021,"Rate per 1,000",5
State,Michigan,2021,"Rate per 1,000",4
State,Mississippi,2021,"Rate per 1,000",5
State,Montana,2021,"Rate per 1,000",13
State,Missouri,2021,"Rate per 1,000",10
State,Nebraska,2021,"Rate per 1,000",7
State,Nevada,2021,"Rate per 1,000",6
State,New Jersey,2021,"Rate per 1,000",2
State,New Hampshire,2021,"Rate per 1,000",4
State,New Mexico,2021,"Rate per 1,000",4
State,New York,2021,"Rate per 1,000",4
State,North Carolina,2021,"Rate per 1,000",5
State,North Dakota,2021,"Rate per 1,000",8
State,Oklahoma,2021,"Rate per 1,000",8
State,Ohio,2021,"Rate per 1,000",6
State,Oregon,2021,"Rate per 1,000",6
State,Rhode Island,2021,"Rate per 1,000",9
State,Pennsylvania,2021,"Rate per 1,000",5
State,South Carolina,2021,"Rate per 1,000",4
State,Tennessee,2021,"Rate per 1,000",6
State,South Dakota,2021,"Rate per 1,000",7
State,Texas,2021,"Rate per 1,000",4
State,Utah,2021,"Rate per 1,000",2
State,Virginia,2021,"Rate per 1,000",2
State,Vermont,2021,"Rate per 1,000",9
State,Washington,2021,"Rate per 1,000",5
State,West Virginia,2021,"Rate per 1,000",20
State,Wisconsin,2021,"Rate per 1,000",5
Territory,Puerto Rico,2021,Number,2036
Territory,Puerto Rico,2021,"Rate per 1,000",4
State,Wyoming,2021,"Rate per 1,000",6
State,Wyoming,2021,Number,831
State,Wisconsin,2021,Number,6762
State,West Virginia,2021,Number,7092
State,Washington,2021,Number,7919
State,Virginia,2021,Number,4158
State,Vermont,2021,Number,1031
State,Utah,2021,Number,2002
State,Texas,2021,Number,27871
State,Tennessee,2021,Number,8753
State,South Dakota,2021,Number,1647
State,South Carolina,2021,Number,3933
State,Rhode Island,2021,Number,1820
State,Pennsylvania,2021,Number,13113
State,Oregon,2021,Number,5198
State,Oklahoma,2021,Number,7475
State,Ohio,2021,Number,14550
State,North Dakota,2021,Number,1463
State,North Carolina,2021,Number,10927
State,New York,2021,Number,14563
State,New Mexico,2021,Number,1836
State,New Jersey,2021,Number,3188
State,New Hampshire,2021,Number,1058
State,Nevada,2021,Number,4143
State,Nebraska,2021,Number,3547
State,Montana,2021,Number,3080
State,Missouri,2021,Number,13178
State,Mississippi,2021,Number,3403
State,Minnesota,2021,Number,6705
State,Michigan,2021,Number,9229
State,Massachusetts,2021,Number,9160
State,Maryland,2021,Number,3458
State,Maine,2021,Number,2189
State,Louisiana,2021,Number,3301
State,Kentucky,2021,Number,8332
State,Kansas,2021,Number,6994
State,Iowa,2021,Number,4102
State,Indiana,2021,Number,12967
State,Illinois,2021,Number,19461
State,Idaho,2021,Number,1589
State,Hawaii,2021,Number,1311
State,Georgia,2021,Number,10504
State,Florida,2021,Number,22638
City,District of Columbia,2021,Number,489
State,Delaware,2021,Number,444
State,Connecticut,2021,Number,2948
State,Colorado,2021,Number,3864
State,California,2021,Number,44356
State,Arkansas,2021,Number,4515
State,Arizona,2021,Number,13679
State,Alaska,2021,Number,2820
State,Alabama,2021,Number,5294
Nation,United States,2021,Number,376926
